,Restaurant_name,review_title,review_content,review_rating
12,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
13,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
14,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
15,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
16,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
17,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
18,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
19,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
20,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
21,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
22,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
23,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
24,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
25,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
26,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
27,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
28,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
29,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
30,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
31,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
32,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
33,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
34,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
35,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
36,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
37,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
38,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
39,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
40,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
41,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
42,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
43,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
44,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
45,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
46,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
47,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
48,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
49,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
50,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
51,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
52,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
53,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
54,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
55,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
56,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
57,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
58,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
59,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
60,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
61,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
62,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
63,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
64,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
65,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
66,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
67,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
68,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
69,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
70,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
71,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
72,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
73,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
74,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
75,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
76,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
77,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
78,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
79,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
80,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
81,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
82,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
83,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
84,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
85,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
86,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
87,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
88,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
89,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
90,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
91,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
92,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
93,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
94,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
95,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
96,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
97,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
98,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
99,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
100,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
101,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
102,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
103,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
104,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
105,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
106,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
107,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
108,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
109,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
110,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
111,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
112,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
113,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
114,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
115,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
116,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
117,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
118,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
119,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
120,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
121,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
122,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
123,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
124,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
125,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
126,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
127,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
128,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
129,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
130,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
131,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
132,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
133,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
134,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
135,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
136,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
137,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
138,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
139,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
140,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
141,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
142,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
143,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
144,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
145,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
146,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
147,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
148,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
149,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
150,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
151,"The Prince of Wales, London",Great Guinness & Friendly Staff,Best Guinness I've had in London. Tom being a Mayo man knows how to pour a good pint of plain. Great food and atmosphere as well.,5
152,"The Prince of Wales, London",Great little place,Shantel was great and the family enjoyed not only the service but the food as well.  We had the shepherds pie and fish n chips,4
153,"The Prince of Wales, London",Great London Pub Experience,"We came here for dinner as the place was close to our hotel and had good reviews on TripAdvisor. It's a simple place, nothing fancy, but the food was good and the service was friendly. My wife had the fish and chips and I had...More",5
154,"The Prince of Wales, London",Finest Pub in London,The service is impeccable and the food is exactly what you need on a weekday evening. We are always greeted by a smiling landlord who recommends the finest food (Double Pie and Liquor is a highlight) and the smoothest lagers (Fosters Top). The locals provide...More,5
155,"The Prince of Wales, London",Amazing Place!,"Good food, lovely place, friendly envinronment, the Sunday roast and curry Rice are amazing, good prices.",5
156,"The Prince of Wales, London",Lunch before visit to IWM,"My family and I had lunch at the Prince of Wales pub today before a visit to the IWM.
We were greeted upon arrival and looked after throughout our meal.
The menu was small but had everything you’d want from a good pub and the...More",5
157,"The Prince of Wales, London",Best pub in London,"Super friendly staff and customers, cheap drinks, great food, a good old fashioned local. Best pub in London",5
158,"The Prince of Wales, London",Amazing food and atmosphere lovely staff,Best roast dinner we have had in a pub. I have also been here for mid week dinners and lunch breaks at work amazing food and service no complaints at all highly recommend this pub. Also has great beer garden for the summer.,5
159,"The Prince of Wales, London",Great Pub!,"I had a great time at The Prince of Wales Public House. I went there by myself to grab a bite to eat. Not long after arriving I could already tell the place had a warm, friendly, and welcoming environment. Not only were the staff...More",5
160,"The Prince of Wales, London","Friendly staff, great atmosphere, food and drink","Friendly staff, great atmosphere and even better food and drink. Massive Sunday roast for £12 - bargain.",5
