,Restaurant_name,review_title,review_content,review_rating
14,The Golden Chippy,MC,"This is the best chippy fot miles. I travel 8 miles just to eat there. The fish is superb, batter amazing and service first class.",5
15,The Golden Chippy,Chicken was over cooked and dry,It’s a shame cause the fish and chips amazing but had chicken and chips today and the chicken was way over cooked and really crispy and dry was very disappointed hopefully was an off day and be better next time.,2
16,The Golden Chippy,Best fish and chips! Too good!! Ok 👌 ,"Best fish and chips! Too good!! Very nice and warm welcome!!!
I highly recommend. Every time we come to London we come to eat! Never disappointed Fish with delicious sauce!",5
17,The Golden Chippy,Highly recommended ,"We've now twice stayed at the Staycity on Greenwich High Road. Both times we've had a take-away from the Golden Chippy which is located conveniently opposite.

Very good traditional fish and chips.",5
18,The Golden Chippy,#1 chippy !,"By far the best chippy I've been to, came in with 2 friends and myself we all give it 5 stars totaling to 15 stars.

Keep it up.",5
19,The Golden Chippy,Ideal for traditional fish & chips,"Staying at the Premier Inn across the road from the Golden Chippy, having rwad some of the reviews we thought it worth paying a visit. Although small there are a few tables to site at along with some seting outside. 

Staff are very friendly and...More",5
20,The Golden Chippy,Best chip shop,"Best chip shop, amazing food and the customer service matched this. Definitely would recommend and great for students too. We will be going back and becoming regulars.",5
21,The Golden Chippy,Best chippy ever,"As a student, I would highly recommend golden chippy for its quality and value. Me and some friends came here on Sunday evening and thoroughly enjoyed the experience. Along with the amazing food, we were met with amazing customer service. 5 stars.",5
22,The Golden Chippy,Great fish and chips and great service,"The food was great, good value for money for a fresh fish, chips also good. 
The service was good, polite and good advice both for type of fish to try and for quantity. 
Will definitely go again, especially when friends and family visit from abroad",5
23,The Golden Chippy,Friday night fish and chips.,"I have been here before with my wife and young son. The fish batter is simply superb (I wish I knew how they did it) and the dish always tastes excellent. They are generous with the portions, the food is served hot and the plates...More",5
24,The Golden Chippy,Back for more!,I went out of my way to visit this time and it was again completely worth it!! Great service and great fish.,5
25,The Golden Chippy,Best fish & chips of the week,"The Golden Chippy was my favorite fish & chips of the 4 places we tried in our week in London. I had the Halibut and my wife had the medium cod. Both were very fresh, well-sized, and delicious!!",5
26,The Golden Chippy,Friendly staff and chef!,"Friendly staff and chef! 
Excellent taste, best fish and chips ever! 
I have been here twice within 3 days. No other fish N chips in London made it fresh and crispy like this place!",5
27,The Golden Chippy,The one and only,"Been around the country and try out all the fish shops but this one still remains my number 1. 
I promise it’s worth a travel if you’re actually in London",5
28,The Golden Chippy,"Fantastic food, very friendly staff! Always come back to this place! ","Fantastic quality food and really good portions... Even had the guys ask if I wanted more chips! They are all friendly staff! When I’m Greenwich I always come back to this place! 

Be sure to try the salad with the food!

Best chippy I’ve ever...More",5
29,The Golden Chippy,Just lovely,Very good food for a fair price. The chef even offered us more chips! Also very nice Service and you can even pay with credit card. Definitely recommended!,5
30,The Golden Chippy,A great place to have dinner and to feel yourself at home,"We visited the place on weekends, nevertheless it wasn't very crowded with tourists. They also have some place to sit outside. For cold weather they use heater outside, so you can enjoy fresh air and fresh fish at the same time!)
I loved everything from...More",5
31,The Golden Chippy,Great little place ,"We booked a table for two here & were impressed with everything.
Very nice fish and chips, friendly staff and great prices. It's pretty small inside so probably better to book at busy periods.
Highly recommended.",5
32,The Golden Chippy,EXCELLENT GLUTEN FREE FISH & CHIPS!!!,"We ate here a year ago and it’s even better than ever!!  Having to eat gluten free now, much to my delight they serve gluten free battered fish!!  It was wonderful!  I had haddock and it was not greasy, it was a large piece and...More",5
33,The Golden Chippy,Best Fish and Mushy Peas,"I had watched a program on where to have the fish and chips in London, well, The Golden Chippy did not disappoint- fantastic, the staff was very personable and worth the trip to Greenwich",5
34,The Golden Chippy,This was a great find. Fab,"This was a great find. Fab fish and chips, and very friendly atmosphere. The kids loved it too. Good start to our 2020 London visit.",5
35,The Golden Chippy,Amazing,Nice atmosphere with an excellent service and delicious foods! It is definitely a place to come back!,5
36,The Golden Chippy,.,"best fish and chips shop i ever visited! the personnel was extremely kind and polite. try the dessert!
andri, cyprus",5
37,The Golden Chippy,"Great Host, Great Experience.","Great Host, Great Experience. The service was immaculate! The food was also good as well. We traveled from Atlanta to London and came here to try authentic Fish and Chips. They did not disappoint. Love the quaint spot and warm atmosphere! Must go and check...More",5
38,The Golden Chippy,Wonderful!!,"ABSOLUTELY delicious!!!!! We are from New York and it’s worth the travel !!!! The fish and chips are light, flaky and not greasy !!! Perfection !!!",5
39,The Golden Chippy,Get away while I’m greenwich,"Partner reviewed this chippy while we was on way to London, wanted to try.. the only thing we can say.. absolutely bloody amazing! 
From an ocean city where we have one of the best fish and chips shops this place met the exact standard! 
And...More",5
40,The Golden Chippy,"The freshest fish you'll get in London, the friendliest people you'll find in London.","Food was fantastic. We were served with an amazing piece of fish that was absolutely fresh. The staffs were amazing and so warm towards us. It was a lovely place to be in. Thank you Ibrahim's Father, himself and the others!",5
41,The Golden Chippy,Best fish and chips in london,Best fish and chips in london 😀 Mates from larnaca !!! Absolutely friendly service !!! Very crispy and fresh fish !!!,5
42,The Golden Chippy,"Not just the best fish and chips, but the best restaurant ever","I heard about the golden chippy from Tripadvisor,  I live in Borough, quite far away but I took my family who traveled from Thailand to take the long journey to get here. From the very first moment we stepped in, every single member of staff...More",5
43,The Golden Chippy,Delicious!!! Enjoyed the fish,Delicious!!! Enjoyed the fish (cod and haddock) as well as the chips and salad. Service is very kind.,5
44,The Golden Chippy,Great fish and chips,They put a lot of fish in the fish and chips.    I recommend getting the halibut.   The best fish and chips I've had in London so far,5
45,The Golden Chippy,Super good!,"Super good! By far the best fish and chips in London, always fresh! Nice vibes and very lovely and welcoming owners :)",5
46,The Golden Chippy,Amazing,Best fish and chips in London. Amazing service and truly tasty fish which melts in your mouth. Couldn’t ask for more!,5
47,The Golden Chippy,"Witty Staff, Tasty Fish","Fish was served quickly, with the staff being very hospitable, timely and keen to get everything to us as soon as possible. Would definitely return!",5
48,The Golden Chippy,Great fish & chips,Had the cod with chips. Without the beer batter. (Was optional) Tasted very nice. And really friendly people.,5
49,The Golden Chippy,Great Fish and Chips. ,Well prepared Fish & Chips. Loved the salad as well. Great friendly staff. Take away and sit-in options available. You will not be disappointed with the food. 100% Satisfying.,5
50,The Golden Chippy,World class fish and chips!,"Absolutely perfect haddock and chips, delicious salad to cut through the fried fish. Succulent fish and light crispy batter. Take your friends, your family, your colleagues, your favourite teacher, people you just met in the street.

Thanks Chris and the Golden Chippy family! See you...More",5
51,The Golden Chippy,Baker,Everything was freshly cooked. Staff were so friendly and helpful.  More chips if we wanted them . Amazing food and so much of it. All the sauces we needed on the table.  Great experience thank you.  Would definitely recommend.  Thank you .,5
52,The Golden Chippy,Our first time to have fish,"Our first time to have fish and chips in the UK. The cod and haddock were gloriously golden and crisp. The salad on the side was very flavorful. The head chef/manager was very friendly and gregarious. The staff ,very helpful and courteous. Two forks up.",5
53,The Golden Chippy,Greenwich Gem 💎 ,Excellent taste.  Friendly staff.  We stayed for dine-in.  Quick serving despite many customers.  Going to come back again to go for grilled option.,5
54,The Golden Chippy,Excellent fish and chips,We went out of our way here to try the fish and chips and we were not disappointed. We had the cod and haddock. Both were delicious. The fish was well cooked. The batter was thin and crispy without being oily. The chips and the...More,4
55,The Golden Chippy,Absolutely amazing,I definitely would recommend The Golden Chipy! It is one of the best restaurants in London! The food is absolutely amazing. The atmosphere of this restaurant is awesome!,5
56,The Golden Chippy,"The best cod ever,,,","We visited that place for lunch at 3p.m.on Monday.The food was delicious,fresh,amazing-had cod and salad.A service quite pleasant and fast.Great staff keeping the line moving with smile and communicating with costumers.We spent a very good time there.",5
57,The Golden Chippy,Delicious Golden chippy,"The food was delicious, not so oily but definitely a perfect taste for fish and chips. Try this cuisine and also try haddock for the crispiness.",4
58,The Golden Chippy,Average - why so many shining reviews?,"Popped in for a quick supper take out.
Queue of people standing waiting for their cooked to order fish and chips, that’s a bonus as the food is hot.
The fish was average, the batter crispy. The chips were light and fluffy inside but incredibly...More",3
59,The Golden Chippy,Just the right crispiness,"The little restaurant has all the right ingredients. The haddock has just the right crispiness - light, not oily but definitely juicy. It comes with a generous serving of salad too. The sunny owner Mr Chris told us that the fish was caught just 28h...More",5
60,The Golden Chippy,It’s THAT good ,"I have struggled to find a decent chippy in London..until now. Spot on, great service. Perfectly cooked. And the bonus surprise salad which was delicious. I wish I hadn’t found it this place. My waistline won’t thank me.",5
61,The Golden Chippy,Lunch,Gorgeous chips well cooked.  The fish coujons were well cooked and tasted fab. Well worth a visit if in the Greenwich area. The staff are very friendly and always welcomed with a smile.,5
62,The Golden Chippy,Always on their game,Golden Chippy is always on their game. Our favourite place for fish and chips in London. The friendliness of the owner and staff add to the great food.,5
63,The Golden Chippy,Best fish and chip in London,"This place is the best you can find in London:
- haddock fish is super fresh
- chips are very good
- salad is awesome
- everything is super clean
- the staff is super nice
And all this is absolutely cheap!
Don’t miss it!",5
64,The Golden Chippy,Best fish and chips in the UK,From the moment we entered we were met with a warm greeting. All the staff were hospitable and attentive. The food was superb; fresh and well presented (didn’t get a pic because it was too yummy). Best fish and chips I’ve tried in the UK...More,5
65,The Golden Chippy,Very friendly staff but quite,"Very friendly staff but quite dirty place, food is.. fried. I can’t understand the high ratings , it’s a small place serving fried food like many others",3
66,The Golden Chippy,Great Service! ,"Great Service! You will have to get out of London if you want to experience the golden chippy. The service is amazing! Friendly, super fast and efficient. I ordered the standard cod fish and chips and it didn’t disappoint. Just the right size I think....More",5
67,The Golden Chippy,Excellent gluten free fish and chips,Excellent gluten free fish and chips cooked to order.  And a very friendly helpful owner! Well worth a visit for gluten and gluten free options.,5
68,The Golden Chippy,I love this,"I really love this restaurant!!
Excellent fish and chips 
Also the service anything!
You gonna love this place!
❤️❤️❤️❤️",5
69,The Golden Chippy,Good value for price,Typical fish&chips and good quality. Visited already few times and will be back again when I am around. Perfect for a quick lunch.,5
70,The Golden Chippy,Fish and chips fanatical family visit to London,"Our family took a trip to London and checked out this place because of its great reviews and found it to be absolutely fantastic, service, food, price everything well done The Golden Chippy !!! Best chippy we have ever been to. We will be back.",5
71,The Golden Chippy,Would recommend a visit ,"Early tea for us has we have been travelling most of the day to get to Greenwich and hadn’t had any lunch. Excellent friendly service and lovely freshly made food, glad we found this place for our tea. Would recommend this place for sure 😄",5
72,The Golden Chippy,amazing food and service with a smile!,"just moved in under a week ago and already been twice! fish and chips and salad was great, as well as my fried chicken and coleslaw and chips!",5
73,The Golden Chippy,Unpretentious British classic served with mediterranean hostmanship,"I am a chef from the Netherlands and I have never had a battered fish that is so crispy, flakey and preserves the delicate taste of the fish (haddock). Simply unpretentiously delicious with a hostmanship so sincere and warm. We even got a delicious dessert...More",5
74,The Golden Chippy,The Golden Chippy revisited (twice)!,"Last year we paid a visit on a trip to Greenwich we paid The Golden Chippy a visit, we once again on a London visit though not staying in Greenwich this time. But we made a line for this wonderful eaterie for the very taste...More",5
75,The Golden Chippy,Awesome fish and chips! ,Amazing! Everybody was so cheerful and friendly at this place! The fish and chips were awesome! My husband and I ordered just the standard cod.  Standard is the smallest size serving they have and oh boy! it was quite a generous portion! The batter was...More,5
76,The Golden Chippy,Great Fish & Chips!,"You'll have to go to Whitby to match the fish & chips here. Also recommend the mushy peas. Great friendly staff, couldn't ask for more.",5
77,The Golden Chippy,Best fIsh and chips ever,These are these best fish and chips we’ve ever had. Lovely crispy batter and you’ve got to have the mushy peas!,5
78,The Golden Chippy,Very good ,"Went to see a friend in Greenwich and stopped here at the golden chippy for lunch definitely no regrets. I love a good fish and chips, this one wow was so tasty.",5
79,The Golden Chippy,Staying local,If you’re around Greenwich it’s worth finding this place out. Certainly the best chippy I have been to in London.,5
80,The Golden Chippy,Wedding Anniversary Food Heaven,"We go to the Golden Chippy every year for our wedding anniversary. Sure, we could go to some fancy fine dining restaurant, but we both love the quality of the food here and the friendly atmosphere. 

The quality of the fish and chips is excellent....More",5
81,The Golden Chippy,Great fish and surprisingly good chicken,"Great customer service, value and portion size.

Turns out they hand prepare all the fried chicken - probably the best fried chicken I've had in London.",5
82,The Golden Chippy,Top place for fish and chips,"Great food, friendly owner. The fish and chips was cleanly prepared, the fish was nice, not soggy, with tasty chunky chips and a small salad on the side. This is 'the' place where you should get your fish and chips fix from.",5
83,The Golden Chippy,Great food and great service,Delicious food and excellent service. The cod fish was fresh and the best in London definitely will come back again to this restaurant.,5
84,The Golden Chippy,Best fish and chips in L9ndon,"Everything was perfect, from food to service. We tryed code fish and rock fish and both were incredible delicious.",5
85,The Golden Chippy,Dinner after work in London,"Great place. Owner always happy and chatty.

Cod as always the best and very fresh. Cooked to order if you are eating at one of the tables.

Mushy peas and chips all excellent.

Lovely strong mug of tea - all great value. 

What’s not to...More",5
86,The Golden Chippy,Great value and quality,"Used this chip shop having come back from the O2, open until 11, still frying fresh chips well after 10.30. Good quality and large helping, very reasonably priced. Staff very polite and friendly.",5
87,The Golden Chippy,Excellent service and and food,Loved the fish and chips. Came from Singapore to try it. They were hands down the best fish and chip shop i went . The food is delicious and the service is fantastic. I will certainly recomend anyone this restaurant,5
88,The Golden Chippy,Amazing service and by far fish and chips in London ,Beat fish and chips I’ve had in London. Standard portion sizes are big enough with the generous portions of chips and salad. The fish is fresh and I highly recommend the Cod or the Haddock... quiet with outdoor seating and affordable!,5
89,The Golden Chippy,Best one in london,The best fish and chips i had in the world. Very crispy. Chips are very tasty. I will definitely recommend.,5
90,The Golden Chippy,Good spot,"A friend of mine took me to this very popular fish and chips restaurant, we ordered 2 types of fish one was very good the other one was average, chips were too soft not fried well, overall a good spot but had better",3
91,The Golden Chippy,Excellent fish and chips,"An excellent fish and chips place, a must visit if you’re nearby. And the staff is very friendly and simply amazing!",5
92,The Golden Chippy,Excellent fish’n chips with fantastic service,"As always a fantastic fish dish and excellent service. In the London region you’re not spoiled with good service, here you get it. If you don’t fancy myshy peas (which I don’t) you will have a fresh sallat with a touch of coriander instead that...More",5
93,The Golden Chippy,BEST little find. FABULOUS food & staff!,FANTASTIC fish ‘n chips! The most warm and inviting staff! We loved it so much we had to visit twice! We ❤️Chris snd Krishna!,5
94,The Golden Chippy,Good food with great service!,"Nice, small restaurant specialized serving Fish&Chips.
Service was very attentive and we really felt welcomed to eat there.
We ordered Fish&Chips, standard size from cod and the dish was well prepared, not oily and very tasty. Additional tartar souce was great compliment for fish.",5
95,The Golden Chippy,Well worth the trip,My wife and I found this place through a YouTube video that rated The Golden Chippy as having the best fish and chips in London.  It was a bit of a train ride from our Airbnb near Waterloo Station but we were on holiday and...More,5
96,The Golden Chippy,Best fish and chip ever,My 2nd business trip to London. Staying near canning town so I looked up the best fish and chip nearby. I've had fish and chips before but this place brings it to a new level. I had the Haddock. The tartare sauce was absolutely heaven....More,5
97,The Golden Chippy,No big deal,This place was ranked as a top place for fish and chips. So we searched it out. Sorry it was average at best and the service was even less. Would not reccomend it. On our travels over 3 weeks in the UK and Ireland we...More,2
98,The Golden Chippy,Delicious Fish & Chips,"Delicious, fresh and large portion of fish & chips.  Really enjoyed it! Would recommend this placed you are in Greenwich",5
99,The Golden Chippy,"Nice little gem, hole in the wall","Small little local establishment, but excellent fish and chips. Very close to Greenwich, which makes it convenient. A great little find, but many already know about it.",5
100,The Golden Chippy,"""Best Fish & Chips in London","I first read about The Golden Chippy here on TA, so I just had to go try for myself. My answer?  Yes, they are THE BEST!! They are not easy to find if you're a tourist, most likely you got dropped off around the dock...More",5
101,The Golden Chippy,Very Nice Fish,Very nice Fish and good Chips as well.They have a choice and both choices were nice.Quick service and very reasonable prices too...,5
102,The Golden Chippy,"Looking for off the beaten path, excellent fish and chips, this is your spot","Came from Boise, Idaho & wanted a fish & chips place. Ibo & others were amazing as well as the food!",5
103,The Golden Chippy,Delicious!,Outstanding fish and chips. So fresh and tasty. The service from the staff was amazing and they were so friendly and attentive! Great to see they serve alcohol too. Worth the trek to Greenwich. Will definitely be back. Simply outstanding,5
104,The Golden Chippy,"Fresh, sweet and juicy fish in perfectly crisp batter...","The Golden Chippy is certainly deserving of its high rating and accolades. The fish & chips is excellent here. Even the side salad is delicious. The servers were all great, super friendly and helpful as well. The portions are amazingly generous and the fish is...More",5
105,The Golden Chippy,Fish and chips!,"Very good fish and chips. Fish was crispy and well cooked. Very friendly staff! I never had vinegar on chips before. I got to taste one chip with vinegar before deciding if I wanted it on my order, which was delicious!",5
106,The Golden Chippy,Good,We liked this restaurant so much and we can easily advise. We have been there many times and all the time it was satisfying us.,4
107,The Golden Chippy,Must Go To!,"The food was delicious, a great start to our trip! And the service was spectacular, super friendly and welcoming. We even got great recommendations for Greenwich.",5
108,The Golden Chippy,Delicious food and amazing service!!,"I got the cod fish and chips and it was delicious! The fish tastes super fresh and you can tell that it was made to order. Additionally, the gentlemen that work here are super friendly and welcoming. We stopped here on our first day in...More",5
109,The Golden Chippy,Food was great and staff was amazing!,I tried the fish and chips and they were amazing! Staff was super friendly! Will definitely recommend!,5
110,The Golden Chippy,Lunchtime Meal,Amazing fish and chips - even the salad is fantastic. The whole experience is made even more memorable by the amazing owners and their staff. Well worth travelling half way around the world for.,5
111,The Golden Chippy,Worth the visit and trip!,We had seen this place on YouTube food review and had made a point to get here while in London.  The batter is perfect and crispy and the fries are not oily at all.  Sooo good!!!,5
112,The Golden Chippy,Great food ,"The fish was really good. Fresh and flakey. The batter was crisp, The staff were friendly.
Overall great experience.",5
113,The Golden Chippy,"Good value for casual, fast food",We liked the choices of fish you can get with your order.  We tried the haddock and cod. Both were good.  We thought the French fries were a little limp and under done.  Service was great and we enjoyed sitting outside on the patio.  We...More,4
114,The Golden Chippy,All time favorite,A friend recommended this place and I went with some other friends. We all loved it and went again several times after that. The food us good and the service is fast.,5
115,The Golden Chippy,Delicious fish and chips over all.,"Our experiences were great over all, great services, very good price compared to the food and the most important was delicious faith and chips.... I highly recommend going to visit this place!!!!!",5
116,The Golden Chippy,Value for money traditional fish & chips,Decided to travel out of the way to try out this place that has a superb rating. The place is a small setup and pretty much similar to those traditional fish and chips place you will find in London. The place has five 4-pax and...More,4
117,The Golden Chippy,Must Have!!!,"This restaurant was completely amazing! The hospitality we received from not only the employees but the owner was fantastic! The fish and chips were the best I’ve ever had and the salad that was included, absolutely delicious. There is not a lot of seating, so...More",5
118,The Golden Chippy,Amazing fish and chips!,We took a detour here before touring the royal observatory and we were so glad we did.  We both ordered the haddock and it was the best fish and chips we ever had.  Staff were super friendly and efficient.  We will definitely be back the...More,5
119,The Golden Chippy,Excellent!,"We stopped here for lunch, had the skate and plaice - both were delicious. Big portions, very tasty and reasonably priced. The staff is really friendly and polite. Definitely worth a visit!",5
120,The Golden Chippy,Best Fish and Chips Ever,"One of my favourite meals is battered fish and chips and I’ve eaten them in many countries including my homeland of Australia where they are delicious BUT these are the best I’ve ever eaten!! Perfect batter, sweet haddock, crisp chips, fresh salad, tangy pickled onion...More",5
121,The Golden Chippy,Friendly staff - horrible fish and chips,"My girlfriend and I who live locally decided to try this place as it always seemed to be busy and thought this would be a good sign of quality fish n' chips, how wrong we were! We ordered a large piece of haddock, a battered...More",1
122,The Golden Chippy,Its brilliant,I travelled across London best fish and chips ever had.Chips were amazing beautifully cooked so tasty.Great fresh fish have the large cod n chipc and eat in like I did.Great fresh salad with mint on site.,5
123,The Golden Chippy,Golden and crispy - melt in your mouth decadence,"I am so glad that we heard about this place while planning our trip to the UK. My husband and I are from Florida, and we planned a day-trip to Greenwich just to eat here, and it was SO WORTH IT! Not only the best...More",5
124,The Golden Chippy,Wonderful find.,"We stumbled upon this place.  The portions are large. The food was good, the service was even better.  What a great team of people working here.",5
125,The Golden Chippy,Not just the fish,Came here for a second time as the fish was so tasty last time. Was curious to try something else and went for the fried chicken.......Hands down the best fried chicken I have had in London. Staff are great,5
126,The Golden Chippy,Delicious fried fish and chicken ,"We tried a few rules of fish: 

The Haddock and cod were the most tasty with softer meat. The Halibut meat was more dense and nice if you prefer the dense meat. 

The batter for the various fish types was light, not oily and you...More",5
127,The Golden Chippy,The solo trip,"Amazing food everything cooked perfectly and fresh, crispy batter spot on chips, my second visit first time was with my son and grandad gets better every time 👍🏼 Best fish and chips in London hands down ✅",5
128,The Golden Chippy,Excellent as always,"Return visit was just as amazing. Staff are attentive. We went on Saturday and I think we beat the busy rush. Fish was lightly battered, chips crisp and fluffy inside. We went for small fish which was a good portion. I really like the salad...More",5
129,The Golden Chippy,Wonderful experience but don’t go by car,"Location is horrendous. Traffic awful to get there by car and we suffered a parking ticket to partake. Family tried the haddock (absolutely amazing and not fishy at all), the cod and the chicken nuggets and all terrific. Superb tartare sauce and amazing staff.",4
130,The Golden Chippy,WORTH THE TRIP,"This foodie spent significant time researching the best fish and chips in London before visiting in August. I read about The Golden Chippy online and was determined to find out if what I read was true. Sadly, it was too far away to get to...More",5
131,The Golden Chippy,The true/Il vero fish and chips ,"Never had such a delicious fish and chips in my entire life and I have been in London 6 times already. His dishes are rated “dishes to eat before leaving this world”.
Italiani cari, lo so che sta lontano ed è complicato arrivarci, ma se...More",5
132,The Golden Chippy,Absolute Gem! Must visit!,"Absolutely delicious food and an outstanding welcome! All the staff were exceptionally helpful and friendly (a rarity in London might I add!)
An adorable setting even with outside seating which is a nice touch in the hot weather.
Thank you! A++",5
133,The Golden Chippy,One of the best fish and chips I've ever had,"Golden Chippy was honestly one of the best fish and chips I've had, and believe me I've had a few. However, it was the service and great attitude by the staff and manager which compelled me to write this review (which is my first ever)....More",5
134,The Golden Chippy,Lovely,"Charming and friendly service, outstanding salad (the coriander is something I’m going to add to my own salads from now on), delicious chips, the fish (cod) was maybe slightly over cooked but still very good. Some nice English ales available too.",4
135,The Golden Chippy,Best place for classic fish and chips ,"Great food , friendly staff, a must visit for classic fish and chips. Also great that they have gluten free batter for those of us with allergies.",5
136,The Golden Chippy,Great Family run business,"I have just returned from a short trip to Greenwich with my Son.
     The Golden Chippy was recommended to us by a friend so we went along to try it out.
      We were greatly impressed by our meals . Good portions well presented and very...More",5
137,The Golden Chippy,"More like Chip Advisor, amirite?","Been going here for 3 years and every visit has been five stars.

Fabulously friendly service, excellent fish, perfect chips. You wouldn't survive putting salad with fish and chips where I'm from, but after eating whatever magic mix they've concocted at The Golden Chippy, I'm...More",5
138,The Golden Chippy,Fantastic fish!!,"After watching a YouTube video about The Golden Chippy, we had to come to try it for ourselves and let me tell you we were not disappointed. The fish was amazing; it was crispy, flavorsome and not at all oily. It comes with chips which...More",5
139,The Golden Chippy,Excellent Service and Food,Really friendly service and food excellent.  Especially good with our 9 year old son.  Definitely lived up to the TripAdvisor reviews!,5
140,The Golden Chippy,Really Good food and service ,The service was really good and the food was really nice! You are also able to eat in and they weren’t rushing us at all even when there was a queue for tables! I recommend going!,5
141,The Golden Chippy,Wonderfully,Found this lovely place on a rainy evening in Greenwich.  We only live in Enfield but were attending a concert at the 02. They were all so friendly and even offered us more chips. The fish was beautifully fresh and cooked perfectly.  Noticed they were...More,5
142,The Golden Chippy,Amazinggg fish and chips!!!,"The fish was sooo fresh, it was perfectly cooked... moist, flaky, and buttery sweet, the breading perfectly golden and light... and the service super friendly. I just wish, I lived closer to be able go back...again and again!!! A must visit in Greenwich!!!",5
143,The Golden Chippy,Family Friendly!,Loved the cod fish and chips! Very family friendly restaurant. The owner went out of his way to accommodate our large family. He made my grandbaby very happy when he offered her a lollipop! ❤️,5
144,The Golden Chippy,Chips,"It was near closing time meaning the chips were golden brown, which is how I like them and wish it was how all chippy’s serve their chips. Reasonable prices. Chips in a paper bag, never had like this before, again something I wish more places...More",5
145,The Golden Chippy,The best fish and chips I’ve ever had!,"Fish and chips- top class! I have tried many different restaurants all across the UK and I can honestly say that this chippy serves mouth watering, homemade fries with crispy battered fish and fresh salad! I will be back! ;)",5
146,The Golden Chippy,Best Fish and Chips in Uk,Went to have a meal with my family from Birmingham and I have to admit that this chippy is by far the best I have encountered and thus far. The staff were extremely welcoming and friendly and the service was very fast. For London the...More,5
147,The Golden Chippy,Best fish and chips in London,Came down from Birmingham after a long journey to the best fish and chips I’ve ever had. Very friendly staff and great value for money.,5
148,The Golden Chippy,A gem,"We were staying just across the road so was really handy and not far to walk after the meal.

The choice is very good and they also grill the fish if you want.

We had a grilled and a battered haddock and a scampi which...More",4
149,The Golden Chippy,Finally!,My friends and I went on a two week tour of Europe. We haven’t had such good food in so long. We had incredible fish and chips and great service. I highly recommend this restaurant to any one looking for good food!,5
150,The Golden Chippy,Angry rude staff,"It all started so well in the golden chippy. I had high hopes after seeing all of tge reviews.

I was happilly chatting away with one of their staff as he scooped my chips into the takeaway box, suddenly I felt a prod in my...More",1
151,The Golden Chippy,Best fish we’ve ever had!,"The fish invaded with a golden batter, thin yet plentiful it was crisp yet soft in texture.  But the fish ohhhhh the fish! once cut it revealed a scrumptious white and flaky cod. Cooked right through to perfection. This fish swam to being the best...More",5
152,The Golden Chippy,fish and chips,"fish was so freshly cooked and balanced that stills remained in my sense.menue is wide with the varieties of seafood at the same time I feel unique taste of the sauces,it was just wow.",5
