,Restaurant_name,review_title,review_content,review_rating
63,The Gurkha Restaurant,Best restaurant in Chelmsord,"Just got back from the Gurkha with a takeaway and it occurred to me that I hadn’t reviewed this place since December 2017. In the last 5 months I’ve been to the Gurkha so many times for eat in, takeaways and home deliveries that I’ve...More",5
64,The Gurkha Restaurant,Super tasty food ,We've been eating at the Gurkha regularly for the past two years. Every time we go the food has been spot on and full of flavour. The staff are friendly and happy to advise you if you are not familiar with Nepalese food. If you...More,5
65,The Gurkha Restaurant,Awesome!,The food and service is as always awesome. Service is always helpful and friendly. You have to have the choila.,5
66,The Gurkha Restaurant,Excellent,"Been here several times with friends, food is really nice. Service is really good. Highly recommended.",5
67,The Gurkha Restaurant,Fantastic food and service,"We all loved the quality of food and the service was amazing. Great range on menu, looking forward to coming back!",5
68,The Gurkha Restaurant,Family + Veggie,"Lovely night, obsessively attentive staff, great food, reasonable prices, highly recommended!
Veggie options were good, spicy options were just right for me - not too spicy.",5
69,The Gurkha Restaurant,Excellent service and food,This place is top quality great friendly staff and quality food. Food is served with a smile and always top friendly staff. Price is very good as well for quality food make sure you visit,5
70,The Gurkha Restaurant,Eating in Numbers,"I think last time I visited this place was on my own for lunch, this time it was as part of a large group. A tasty selection of mixed starters and Jindu chicken as a main for me.  Party served and dealt with efficiently and...More",5
71,The Gurkha Restaurant,Date night Dinner,"My wife and I went for dinner at the Gurkha. We haven’t been back for a while but we’re pleased to see the menu had changed, we loved it before but were pleased to see some new dishes.

We both had a lamb curry with...More",5
72,The Gurkha Restaurant,Really tasty food ,"This is a fantastic restaurant with a full and varied choice of fine cuisine.
I've visited this restaurant with my son and his girlfriend. Our waiter Degs recommended three separate dishes which we individually thoroughly enjoyed. I ate the Timur Piro Chicken, which I can...More",5
73,The Gurkha Restaurant,Always tasty,Lovely food as always with some great recommendations from our waiter Degs! Thank you for a lovely meal,5
74,The Gurkha Restaurant,Really good food!,Went here for a meal with a friend. Restaurant was quiet for a Friday night. So service was quick. Food good quality and very tasty. Really recommend the chilli chicken starter. Great Indian/Nepalese food.,4
75,The Gurkha Restaurant,Never Disappoints!,"I visit Gurkha at least once a month with a couple of pals of mine and have been for some years.  They absolutely never disappoint!  Friendly, charming service, a great atmosphere and fabulous food!  What more could you ask for?",5
76,The Gurkha Restaurant,Excellent,"Initially walking in to this restaurant, you feel a warm ambiance and are welcomed by very attentive staff.  The food is the best I've found in Chelmsford.",5
77,The Gurkha Restaurant,Great food,My friends and I visit this restaurant frequently and find the quality of food consistently very good and the staff very friendly and helpful. I recommend eating here.,5
78,The Gurkha Restaurant,Lovely meal,"We had a delicious meal last night at The Gurkha Restaurant. Food was so tasty and the service was very pleasant and welcoming. My second visit, and it didn’t disappoint!",5
79,The Gurkha Restaurant,A dinner at the Gurkha,"Well worth a visit, exceptional food and service. We have visited many times and never been disappointed!",5
80,The Gurkha Restaurant,Excellent... Again!,"I have been here quite a few times this year now and everytime I swear it gets better!

We were there on Saturday night and had another amazing meal. I always go for the biriani and staff curry and they are always delicious.

Special mention...More",5
81,The Gurkha Restaurant,Delicious food,"Been here many times as a couple, with family and friends. It's consistently good food and great value. Doesn't matter how big the crowd is they always pull out the stops and give us a great night",5
82,The Gurkha Restaurant,Great food,This was my first and definitely not the last. The food was excellent. Loved the different flavours of each dish we ordered. The staff were very friendly and service was great. We will definitely go again.,5
83,The Gurkha Restaurant,Shocking,"Well......where do I start?
Visited tonight for the first time based on rave reviews on trip advisor. My sister and brother in law were visiting for the first time in 15 years so wanted to take them somewhere they would enjoy as they like Indian/...More",1
84,The Gurkha Restaurant,New Favourite,"Having moved to Chelmsford a year ago I’m slightly annoyed I left it so long to try out this restaurant having always been intrigued.
The staff were friendly, especially the main man (I think it’s Harry? Apologies if that’s wrong!) who was a delight and...More",5
85,The Gurkha Restaurant,Interestingly different and tasty food with really friendly and helpful service,"This was our fourth visit, so overdue for a review. The atmosphere is welcoming, staff very friendly and helpful. The menu provides for a lot of subtly different and interesting dishes, and the quality is clear - even something as basic as a nan bread...More",5
86,The Gurkha Restaurant,Great!,Delicious food and great staff. Very friendly and helpful with food allergies. Even a complementary Bailey's to finish the evening off! We will definitely be back!,5
87,The Gurkha Restaurant,Great Food & Service!,"We visited this restaurant for Mother’s Day and we had a lovely meal, the food standard was excellent and the service was great.

I had a Chicken Bhuna, which had plenty of chicken and lots of flavour, the Naan and sides we ordered were also...More",5
88,The Gurkha Restaurant,Eating experience,"There somethingI subtly different  happening at the Everest Nepalese restaurant in Chelmsford the seasonings  are gently matched to each dish. Nepalese quisine like its mountain ranges attain the highest standard. Don't assume that you know what the dishes are they are very different
From its...More",5
89,The Gurkha Restaurant,Tasty!,I have visited The Gurkha a couple of times over the past month. It is fast becoming one of my favourite restaurants in the centre of Chelmsford. The service is very attentive and the food is beautifully flavoursome and tasty. I would happily recommend this...More,5
90,The Gurkha Restaurant,Very very poor customer service ,"What can I say the food is good but the customer service is shockingly bad. I called up for delivery, the gentleman on the phone kept me hanging on whilst he was serving, chatting to his colleagues. It took ages to actually get to speak...More",1
91,The Gurkha Restaurant,Outstanding,"Chelmsford has developed into a sea of restaurants. In amongst that, The Gurkha. After our visit, it will now be our first choice. Everything is good, from the initial welcome from the charismatic host, to the excellent meal. Very good.",5
92,The Gurkha Restaurant,Interesting Menu,Dined there with 3 work colleagues and found that the menu offered some very interesting choices that were very different to the usual offerings at the majority of restaurants. Food was very good and not too expensive. would definitely eat there again,5
93,The Gurkha Restaurant,Excellent service and lovely meal,"Couldn’t fault it. Would recommend the king prawn dhansak and chicken bhuna. Don’t waste your time going to Baddow rd, come up to the top end of town for the nicest meal and the best service.",5
94,The Gurkha Restaurant,The business. ,"Visited the Gurkha as prelude to a gig at the Cramphorn Theatre Studio just around the corner. Excellent concert, but that’s another story; how about the curry? Very friendly greeting, good first impression from smart decor. Interesting menu gives plenty of scope to try something...More",5
95,The Gurkha Restaurant,Very impressed,This was the first time at The Gurkha with my partner for her birthday who has been there on many occasions. Had the most amazing meal. The atmosphere and staff was very good and made the evening very special. I will be back very soon.,5
96,The Gurkha Restaurant,Good inexpensive meal after a night out,Meal very pleasant and good price for a late night feast had a mild curry and quite tasteful. Would go again.,3
97,The Gurkha Restaurant,Brilliant Place ,"I love this place. This was my second visit in 2 weeks.

I have the same thing every time, staff curry, chicken biriani and potato and chick peas. Simply the best food in Chelmsford.

I also love the staff, the owner is the nicest guy...More",5
98,The Gurkha Restaurant,Still just as good!,"Popped in with a couple of friends over from the US. I haven't had the chance to visit the Gurkha in the last 12-18 months but nothing has changed. Food is outstanding, service is brilliant. I really cant say anything more. If you have never...More",5
99,The Gurkha Restaurant,Good but not outstanding. ,"It was a nice meal but nothing special or outstanding. It took us a while to order. Starters arrived at the same time as my drinks and it was concussion with the fine few times. 
The service was ok but they thought it was ok...More",3
100,The Gurkha Restaurant,Ghurka Restaurant,"Comfortably laid out restaurant with a friendly welcome, host and staff. Food is good and service is fine. Worth a visit if you're in the area. Prices are not too bad.",4
101,The Gurkha Restaurant,Catered for a big party of us and were very helpful,"Staff courteous, food  good. It's a mix of cultures so expect the food to reflect  this as in Indian and Chinese cuisine.",4
102,The Gurkha Restaurant,Fantastic Food and Service,Been here many times and the food is always great - plus they regularly introduce new dishes. Out of stock last night but try the Gurkha beer - really good. Waitresses were very friendly and the owner is the most charming gentleman you will ever...More,5
103,The Gurkha Restaurant,NYE dinner,"After searching on trip advisor we booked here for a NYE meal and weren’t disappointed.
The staff were friendly and informative. The menu had so many choices, and the selection we made was impressive!
The food came out quickly, was cooked to perfection and tasted...More",5
104,The Gurkha Restaurant,Great food and great staff,"Eaten here a couple of times and the food is superb. It's nice to see a few different dishes on the menu than your standard curry house. 
My wife eats here on a regular basis and always raves about the food. The owner is very...More",5
105,The Gurkha Restaurant,5*,"My last review of the Gurkha restaurant was on 11th October 2017 so what’s happened since ?  Well we’ve eaten in 4 times had a take away and a home delivery.  Home delivery arrived promptly, piping hot & superb. Reason for ordering a delivery was...More",5
106,The Gurkha Restaurant,Still the best curry in Chelmsford ,Visited with a group of friends on a busy Friday night. I hadn’t been for a while but this is still one of my favourite restaurants. The curries are full of flavour and I love their thin slightly crisp naan. Friendly service from all the...More,5
107,The Gurkha Restaurant,Excellent food and service in pleasant surroundings,"I cannot fault the food or the service. The ambience is fine but it does get busy at times and people can be noisy. There is a small public car park nearby that does get full often, so parking can be a problem. It's very...More",4
108,The Gurkha Restaurant,Lovely birthday meal,Meal for eight of us to celebrate my GF and her brothers birthday. Good friendly service and lovely food.,4
109,The Gurkha Restaurant,A Pleasure to Eat Here!,"It is over eighteen months since I last had a meal at The Ghurka, durring which time it has received some great reviews and has well and truly established itself on the Chelmsford food map. Our meal with friends was excellent once again, and even...More",5
110,The Gurkha Restaurant,What a gem!,"5 of us went last night for a team Christmas dinner and were so impressed.  The food was absolutely fantastic.  Some really innovative dishes and the spices were spot on.  Not overpowering but complimented each other so well and so tasty.
And the cherry on...More",5
111,The Gurkha Restaurant,Family birthday visit,"We visited this restaurant for the first time after it caught our eye and appealed to us having visited India. The food was fantastic, a wide variety of dishes and lots of different flavours. The staff were very attentive and helped us select a range...More",4
112,The Gurkha Restaurant,Early Xmas get together,The food was delicious. Turned up after work at about 6pm with no booking but easily got a table. Would definitely return.,5
113,The Gurkha Restaurant,Great food and really friendly owner.,We booked this as a work's  night  out.  Food was great and the owner was very knowledgeable and helpful. Would go back again.,5
114,The Gurkha Restaurant,Very friendly and good food,Was in Chelmsford for a business meeting and wanted something away from the normal hotel fare. Passed by this restaurant on a cold November evening and was greeted by a warm and friendly host. Service was attentive (although I was early for dinner and the...More,4
115,The Gurkha Restaurant,Really accommodating ,Went for a family meal and I am vegan. From the moment I told them they were really accommodating went through the menu explaining what I could and couldn't have. When the food come out it was lovely everybody really enjoyed. The staff were all...More,5
116,The Gurkha Restaurant,Friends evening out ,"Really good food, which was piping hot and delicious, attentive staff will definitely recommend and will return.",5
117,The Gurkha Restaurant,Beautiful food!,"We came here having read Trip Advisor reviews and weren’t disappointed.  Waitress was very knowledgeable with menu suggestions, food very tasty and aromatic.  Friendly and helpful staff and pleasant atmosphere.   Definitely worth a visit.",5
118,The Gurkha Restaurant,Excellent Food,"We were taking to this restaurant by our bosses as a thank you. It was a fairly large group of 18 and were seated on a long table.
From the moment we arrived we received s warm greeting. we went for the set menu for...More",5
119,The Gurkha Restaurant,Excellent food and service,Our second visit and didn’t disappoint. Variety of dishes lots of different things to try. Service excellent friendly and informative. Off the beaten track but highly recommended.,5
120,The Gurkha Restaurant,We go again,"Over the last 6 months we have visited the Gurkha every month, the food is great, the staff friendly and helpful.  We have different dishes every time and they all be good, we are going again tonight with friends.  We have had take aways as...More",5
121,The Gurkha Restaurant,Pre theatre dinner,We had previously eaten here and enjoyed the food and decided to visit again.    The service and food were as good as before and we will certainly visit again.,4
122,The Gurkha Restaurant,Worth the 5*,Got confused with the dates I had booked the table but they were very forgiving and seated us even though they were going to close. Lovely experience trying different style of indian food. Exceptional service and worth every penny,5
123,The Gurkha Restaurant,Faultless Service,"Our first experience and we enjoyed everything about our evening.  The food was very tasty, cleanliness excellent as was the service.",5
124,The Gurkha Restaurant,Sean,"Fantastic restaurant, great food and atmosphere, Shannon was our waitress, described our dishes with great knowledge,recommended dishes that we wouldn’t have normally tried. 
Definitely going back again.",5
125,The Gurkha Restaurant,Great food and an interesting change from Indian food,"This Restaurant is an interesting place to eat. When the owner is there its fantastic, when he's not it can be a bit disappointing.So my advice  - check the owner is there before booking",4
126,The Gurkha Restaurant,As Amazing as Always,It came as no surprise to me to hear that the Gurkha restaurant has recently been awarded best Indian in Essex. My partner and I have been visiting since the restaurant opened and we have never had a meal that has not been outstanding. The...More,5
127,The Gurkha Restaurant,Lovely place with great food.,"What a lovely place. Great food, attentive service and reasonably priced, too. Will definitely be returning here, can’t believe we’ve left it so long before trying it out. 
We had a great evening and would recommend without a shadow of a doubt.",4
128,The Gurkha Restaurant,Are you wanting to try something a little different in Chelmsford?,We have been visiting this restaurant on and off over the last five years and try to avoid the busy Friday and Saturday nights. The menu which now includes some new options offers something a little different from the other local Indian restaurants & at...More,5
129,The Gurkha Restaurant,Great Food at Pocket Money Prices,"Mandi .

This is serious food, tender meat, tasty veg, spicy and delicious, with a good choice of vegetarian dishes. And you don't have to save up to afford it. If this is what Gurkhas get to eat where do I enlist?

Served up by...More",5
130,The Gurkha Restaurant,A delight,"I eat here very regularly. Today fancied something different and had a full vegetarian meal - a first for me. Beautifully prepared and presented. The service, was as always, exemplary. If you haven't discovered this gem yet here yet you really should give it a...More",5
131,The Gurkha Restaurant,Dinner ,"It is one of a kind . The only one in Chelmsford . So unique. The manger an X Gurkha is very friendly and the staff too. Food is good a little  different from
Indian and in my view better as its different.",5
132,The Gurkha Restaurant,STILL REALLY GOOD FOOD WITH GREAT STAFF AND SERVICE,Visited again the other night and as alway met with great service and fantastic food. If you have never tried this place giv it a go It is not an Indian but a Nepaleas which is diffrent you will not be disappointed,5
133,The Gurkha Restaurant,Will definitely visit again,"Although this restaurant has been in Chelmsford a long time, never really thought of visiting.  Thought it was a mixture of different Indian foods.  How wrong can you be. 
Decided to try the restaurant recently and was pleasantly surprised.  The restaurant was spotlessly clean and...More",5
134,The Gurkha Restaurant,Brilliant night,"What a great place, great staff, great food and there was a few of us but the manager came and saw us at the end of our meal to see if we was happy with everything and gave us a drink each, brilliant customer service...More",5
135,The Gurkha Restaurant,"Excellent, different cuisine, and fine service","We were a trey of old school mates and we were made to feel most welcome by all the staff. The varied menu took us by surprise. The food was excellent, spicy and different and we felt well satisfied. The prices seemed in the upper...More",5
136,The Gurkha Restaurant,NICE FOOD ~ NICE SERVICE!,"Three of us went  to this restaurant on a Saturday evening.  We were nicely greeted and shown to our pre booked table.  This restaurant has a nice ambience.  [I have eaten here a few years ago.]

Our meals were Everest Gurkha  Special, which was Clay...More",5
137,The Gurkha Restaurant,Great Curry Night ,"Very helpful and attentive staff, excellent food and reasonable prices. Our new favourite restaurant in Chelmsford",5
138,The Gurkha Restaurant,Excellent restaurant ,"First experience with nepalese cuisine. Fantastic experience. Amazing food, kind staff, great atmosphere",5
139,The Gurkha Restaurant,Best of the best,"My partner and I visited the restaurant again on 2 September and, as ever, we were not disappointed. The warmth of the welcome is one of the many things about this restaurant that sets it apart from it's competitors. Great service from Harka and his...More",5
140,The Gurkha Restaurant,Average not rushing back,"I have been a few times. First time with a big group and it seemed great, second time with my partner and we felt neglected after the initial welcome and the third and final visit was with family and food average.

It's ok but not...More",2
141,The Gurkha Restaurant,Splendid service & great food,Went to the Gurkha with friends who were visiting Chelmsford. We were impressed with the very personal and professional service. We had Nepalese specialities which were clearly cooked fresh with great spices. The atmosphere was warm and inviting. We had the Gurkha beer which was...More,5
142,The Gurkha Restaurant,Wonderful food and people,We had our first meal here on Friday the 1st September with our friends who were celebrating their wedding anniversary.  The food was amazing and the staff were so welcoming.  So pleased to hear too that they do a takeaway service and seems they have...More,5
143,The Gurkha Restaurant,"Gorgeous food, fantastic service!","Enjoyed a wonderful meal, all the food was tasty.. from the awesome samosas (not greasy like most), a fragrant chicken korma, excellent Nepalese cuisine, in a lovely atmospheric restaurant. The service was genuine and showed how highly the staff care about their restaurant. Highly recommend.",5
144,The Gurkha Restaurant,Fantastic food!,"We had the duck starter and salmon starter, both of which were cooked to perfection and tasted delicious.  We both chose our mains from the Chef's Specials.  I had the sliced duck in coconut sauce and my husband had the set meal with chicken and...More",5
145,The Gurkha Restaurant,Looking for a nice curry while away watching cricket ,Lovely curry  chicken jalfrezi was very good excellent service by the staff only down side no lime pickle to go with my poppadoms definitely would visit again when in Chelmsford,5
146,The Gurkha Restaurant,A gluten free heaven,"We visited tonight to celebrate our daughters and her boyfriends GCSE results. Our daughter cannot tolerate gluten and is offered a very limited menu if any. This place is amazing! She could eat about 90% of the menu, so was able to try our dishes...More",5
147,The Gurkha Restaurant,Not consistent!,"I have been to The Gurkha a number of times now, and it seems that there is no consistency in the quality. The service is always great, and the owner never stops to accommodate and please his customers. Unfortunately I go to a restaurant for...More",3
148,The Gurkha Restaurant,Really good curry,Tried this one night as a change from the hotel restaurant.  Was not disappointed at all. The food was very tasty and the service was excellent. Price was a little on the high side but well worth it.,4
